RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9277,15623989,Griffin,435,France,Male,54,3,0,1,1,0,156910.46,1
7915,15777179,Ellis,687,France,Male,35,9,0,2,0,1,73133.82,0
8684,15599329,Christopher,697,France,Female,49,7,195238.29,4,0,1,131083.56,1
3246,15768151,Romano,514,Germany,Female,45,3,109032.23,1,0,1,155407.21,1
2019,15696703,Dean,691,Germany,Male,27,3,160358.68,2,1,0,142367.72,0
8282,15598485,Pinto,567,Spain,Male,40,8,28649.64,1,1,1,95140.62,0
3688,15626806,Labrador,5344,France,Female,32,2,0,2,1,1,40652.33,0
471,15759298,Shih,78.875,Spain,Male,27,10,134169.62,1,1,1,176730.02,0
6524,15806249,Kerr,671,Spain,Female,31,4,0,2,0,1,79270.02,0
6816,15795571,Patterson,606,Spain,Male,36,0,94153.56,1,0,1,120138.27,0
2525,15726490,Kirby,782,Spain,Male,52,4,0,1,1,1,52759.82,1
5306,15652469,Nevels,699,France,Male,27,1,0,2,1,0,93003.21,0
770,15685329,McKenzie,531,France,Female,63,1,114715.71,1,0,1,24506.95,1
1792,15776467,De Salis,702,Spain,Female,35,8,14262.8,2,1,0,54689.16,0
8737,15744770,Stone,636,France,Male,44,2,0,2,0,0,86414.41,0
3496,15787161,Pisani,591,Germany,Male,46,4,129269.27,1,1,0,163504.33,0
4357,15693326,Whitehouse,641,France,Female,42,7,125437.14,2,0,0,164128.58,0
7693,15807889,Wood,634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0
3749,15738166,Hsu,596,France,Female,39,10,86546.29,1,0,1,131768.98,0
6931,15680685,Patterson,751,France,Male,30,3,165257.2,1,0,0,134822.05,0
3545,15642655,Savage,731,Spain,Male,33,1,0,1,1,0,130726.96,0
6457,15755978,Tseng,606,France,Male,31,10,0,2,1,0,195209.4,0
4355,15612893,Nelson,558,Spain,Male,45,4,0,1,1,0,131807.14,0
3422,15767722,Richardson,593,France,Female,39,0,117704.73,1,1,0,197933.5,0
4285,15740175,Raynor,732,Germany,Female,42,2,118889.66,2,0,0,87422.15,0
4925,15574868,Lowell,6336,Germany,Male,36,5,115725.24,2,0,0,1871.25,0
1459,15678385,Lange,465,France,Male,25,2,78247.31,2,1,1,10472.31,0
3821,15763148,Stanley,576,France,Male,39,9,84719.98,1,0,0,191063.36,0
2151,15771211,Perkins,668,France,Male,38,10,86977.96,1,0,1,37094.75,0
8599,15624424,Palerma,678,Spain,Female,49,1,0,2,1,1,102472.9,0
1866,15636572,Christmas,760,France,Female,32,7,0,2,1,1,105969.05,0
841,15707567,Esposito,732,Germany,Male,50,6,145338.76,1,0,0,91936.1,1
6475,15626143,Talbot,695,France,Male,37,2,0,2,1,1,99692.65,0
707,15776231,Kent,626,Germany,Male,35,4,88109.81,1,1,1,229778.5,0
5222,15654067,Koch,584,Spain,Female,29,4,0,2,1,0,88866.92,0
2728,15581748,Shen,754,Germany,Male,57,2,101134.87,2,1,1,70954.41,0
7431,15754578,Okeke,606,France,Female,35,0,135984.15,2,1,0,186778.89,0
3302,15658195,Efremova,653,France,Male,34,5,118838.75,1,1,1,52820.13,0
5403,15745624,McKenzie,828,France,Male,37,4,0,2,1,0,94845.45,0
4325,15577970,Alexeeva,489,France,Male,34,5,0,1,0,0,43540.59,0
3097,15745083,Lei,613,Germany,Male,59,8,91415.76,1,0,0,27965,1
4301,15633834,Milne,700,Germany,Female,28,3,99705.69,2,0,0,146723.72,0
1239,15619626,Wade,746,France,Male,4.8,3,137492.35,2,0,1,170142.09,0
8645,15605673,Liang,716,Spain,Female,29,8,0,2,0,0,78616.92,0
6381,15642162,Ponce,603,Germany,Male,35,1,123407.69,1,1,0,152541.89,1
6746,15786454,Moore,552,Spain,Male,275,3,0,1,1,1,40333.94,0
3146,15775590,Mackay,482,Germany,Female,48,2,69329.47,1,0,0,102640.52,1
369,15684042,Blair,636,Germany,Male,34,2,40105.51,2,0,1,53512.16,0
9166,15669946,Jen,663,Germany,Female,46,2,141726.88,1,1,1,58257.23,0
9007,15756118,T'ao,661,Spain,Male,20,8,0,1,1,0,110252.53,0
5602,15684211,Creel,704,Spain,Female,44,9,153656.85,1,1,0,158742.81,0
5918,15812184,Rose,674,France,Female,31,1,0,1,1,0,128954.05,0
1491,15761976,Su,797,Spain,Female,31,8,0,2,1,0,117916.63,0
9498,15617454,Ifeatu,684,France,Female,25,1,0,2,0,1,144978.47,0
3100,15708196,Uchenna,696,Spain,Male,60,8,88786.81,1,1,1,196858.4,0
223,15727829,McIntyre,567,France,Male,42,2,0,2,1,1,167984.61,0
7521,15665087,Bergamaschi,595,Germany,Female,26,8,118547.72,1,1,1,151192.18,0
2962,15583681,Layh,616,Spain,Male,31,7,76665.71,2,1,1,163809.08,0
5406,15592707,Dolgorukova,531,Germany,Female,64,2,175754.87,2,1,1,60721.4,0
7368,15736399,Korovin,606,Spain,Male,42,10,0,2,1,0,177938.52,0
3045,15750839,Burns,81.125,Spain,Male,29,2,45022.23,1,1,1,173495.77,0
3256,15671387,Fetherstonhaugh,507,France,Female,29,4,89349.47,2,0,0,180626.68,0
2858,15769829,Cheng,534,Spain,Male,51,3,0,2,0,1,20856.31,0
7135,15728523,Rizzo,522,France,Male,41,5,144147.68,1,1,1,14789.9,0
5761,15785350,Austin,528,Spain,Male,23,7,104744.89,1,1,0,170262.97,0
3944,15671915,Bowen,649,France,Male,46,5,0,2,1,1,76946.6,0
5588,15615004,Anderson,730,France,Female,37,1,0,2,1,1,124364.63,0
2064,15571305,Stephenson,588,Germany,Female,35,1,103060.63,1,1,0,179866.01,1
6087,15735025,Clark,535,Spain,Male,37,3,175534.78,2,1,1,9241.52,0
7344,15763194,Milanesi,643,France,Male,34,7,0,2,0,1,100304.13,0
8477,15603082,Yashina,701,France,Male,51,9,0,2,0,0,61961.57,0
3131,15813113,Chang,795,Spain,Female,56,5,0,1,1,0,247930.83,1
612,15603203,Avdeyeva,650,France,Female,27,6,0,2,1,0,1002.39,0
8726,15703394,Hawes,633,Spain,Male,27,3,0,2,1,0,44008.91,0
7589,15600027,Meng,,Spain,Male,33,1,0,2,1,1,54816.57,0
9476,15620988,Murray,616,France,Male,46,2,0,2,1,0,137136.46,0
3399,15793196,Kelly,759,France,Male,41,9,0,2,0,1,190294.12,0
6433,15699335,Kuo,615,Germany,Female,33,3,137657.25,2,1,1,171657.57,0
2648,15687162,Clayton,461,France,Male,51,9,119889.84,1,0,0,56767.67,1
4668,15596870,Marino,749,Germany,Male,54,3,144768.94,1,1,0,93336.3,1
5470,15678571,Barber,723,France,Male,21,4,0,2,0,0,24847.02,0
5435,15638803,Donaldson,733,Spain,Female,32,5,0,2,1,0,131625.14,0
1322,15704483,Lorenzo,724,France,Male,40,6,0,2,0,0,106149.48,0
5994,15758856,Kable,597,France,Male,45,7,0,2,0,0,167756.45,0
3170,15688172,Tai,677,Spain,Male,40,5,0,2,1,0,88947.56,0
8605,15646942,Meng,786,Spain,Female,39,7,0,2,0,0,100929.59,0
2374,15671789,Woods,616,France,Male,31,3,94263.91,2,1,0,168895.06,0
902,15709737,Hunter,643,France,Male,36,7,161064.64,2,0,1,84294.82,0
8820,15790750,Manfrin,592,Germany,Male,36,10,123187.51,1,0,1,146111.35,0
6474,15595557,Li,798,France,Male,22,8,0,2,1,0,107615.43,0
1478,15732175,Bruno,776,France,Male,37,2,0,1,0,1,8065,0
4533,15739194,Manfrin,548,Spain,Male,38,0,178056.54,2,1,0,38434.73,0
8558,15752622,Kerr,729,France,Female,32,7,38550.06,1,0,1,179230.23,0
7096,15783883,Onwuka,753,Germany,Female,38,1,117314.92,1,1,0,122021.33,1
9323,15739042,Bogolyubov,767,France,Female,35,9,0,2,1,0,39511.61,0
8490,15686538,Nixon,522,France,Female,41,7,0,2,0,1,176780.39,0
4417,15743893,Alexeyeva,471,France,Male,42,3,164951.56,1,1,0,190531.77,0
3264,15807525,Bailey,447,France,Male,43,2,0,2,1,0,33879.26,1
6591,15674868,Wei,696,Spain,Female,6,0,0,2,1,1,9002.8,0
5512,15714970,Holbrook,667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0
4537,15756333,Khan,642,France,Female,55,7,0,2,1,1,101515.76,0
8307,15777060,Olszewski,770,France,Female,33,4,0,1,1,0,26080.54,1
8725,15593683,Solomina,668,Spain,Female,30,8,0,2,1,0,138465.7,0
6414,15734765,Mahmood,739,France,Female,20,4,133800.98,1,0,1,150245.81,0
7133,15694666,Thornton,707,Spain,Male,48,8,88441.64,1,1,1,119903.2,1
28,15700772,Nebechi,571,France,Male,44,9,0,2,0,0,38433.35,0
46,15754849,Tyler,776,Germany,Female,32,4,109421.13,2,1,1,126517.46,0
2944,15639277,Lin,678,France,Female,41,9,0,1,0,0,13160.03,0
4192,15715597,Onyemauchechi,679,France,Male,36,1,97234.58,1,1,0,188997.08,0
2490,15776824,Rossi,714,France,Male,28,6,122724.37,1,1,1,67057.27,0
8448,15792627,Reid,765,Spain,Female,33,5,84557.82,1,1,1,69039.43,0
5549,15639662,Phillips,710,France,Male,38,2,0,2,1,0,96.27,0
3248,15721835,Owen,791,Spain,Male,25,7,0,1,1,0,89666.28,0
4906,15627999,Kung,590,Spain,Male,30,3,0,2,1,0,83090.35,0
4436,15648967,Ch'en,698,Germany,Female,64,1,169362.43,1,1,0,84760.32,1
1994,15787189,Tai,824,Germany,Male,60,8,134250.17,3,0,0,153046.16,1
1880,15768095,Yeh,579,France,Male,31,9,0,1,0,1,139048,0
8475,15698816,Tuan,721,Spain,Female,33,4,72535.45,1,1,1,103931.49,0
8162,15615352,Ebelechukwu,588,France,Male,31,4,99607.37,2,0,1,35877.03,0
5712,15730345,Miah,617,France,Female,35,2,104508.1,1,1,1,147636.46,0
1464,15669293,Hovell,517,France,Male,37,5,113308.84,1,0,1,31517.16,0
57,15630053,Tsao,656,France,Male,45,5,127864.4,1,1,0,87107.57,0
8859,15668009,Hendley,747,Spain,Male,37,1,0,2,0,1,180551.76,0
7327,15570508,Azubuike,600,France,Male,49,7,90218.9,1,1,0,91347.76,0
5576,15782879,Lang,656,France,Male,40,2,0,2,1,1,180553.48,0
8915,15746695,Wunder,429,France,Female,39,6,48023.83,1,1,0,74870.99,0
9396,15800961,Ugorji,627,Germany,Male,52,1,76101.81,2,0,1,177238.35,0
8883,15614643,Chifo,731,Spain,Female,39,2,0,2,1,0,136737.13,0
1871,15782574,Warner,624,Spain,Male,33,6,0,2,0,0,76551.7,0
306,15636673,Onwuatuegwu,667,France,Male,31,1,119266.69,1,1,1,28257.63,0
7956,15644297,Austin,732,Germany,Male,38,5,178787.54,1,1,1,195760.53,0
264,15673693,Reppert,682,France,Female,26,0,110654.02,1,0,1,111879.21,0
6912,15710087,Nicholls,705,Germany,Female,54,3,125889.3,3,1,0,96013.5,1
5083,15793307,Calabresi,724,Spain,Female,41,4,142880.28,3,0,0,185541.2,1
2659,15815490,Cocci,670,Germany,Male,40,2,164948.98,3,0,0,177028,1
3076,15594577,De Luca,556,France,Male,35,10,0,2,1,1,192751.18,0
2998,15756820,Fleming,,France,Female,26,7,106198.5,1,0,1,32020.42,0
5217,15671104,Aksakova,79.625,Spain,Male,43,3,172196.23,1,1,1,104769.96,0
8301,15802625,Hardy,733,Germany,Male,48,7,85915.52,1,1,1,23860.5,0
447,15730460,Oleary,722,France,Male,37,2,0,1,0,0,120906.83,0
9521,15673180,Onyekaozulu,727,Germany,Female,18,2,93816.7,2,1,0,126172.11,0
5815,15725882,Feng,618,Germany,Female,40,1,133245.52,2,1,1,54495.82,0
8244,15572174,Mazzi,825,France,Male,29,3,148874.01,2,0,1,71192.82,0
8721,15645059,Crace,711,France,Female,28,8,0,2,0,0,105159.89,0
8156,15715715,Artyomova,799,Spain,Male,38,2,0,2,1,1,59297.34,0
7699,15691513,Dawkins,592,France,Male,60,9,0,4,1,1,13614.01,1
7996,15803479,Winter-Irving,708,France,Female,67,1,0,2,0,1,3837.08,0
3830,15744200,Ni,587,France,Female,36,1,70784.27,1,1,0,30579.82,0
5056,15806284,Briggs,739,Spain,Male,31,1,0,2,1,1,58469.75,0
5364,15663410,Piccio,771,Spain,Male,51,5,135506.58,3,1,1,21782.80571,1
5752,15690731,Wolfe,645,France,Male,40,6,131411.24,1,1,1,194656.11,0
9634,15668057,K?,669,France,Female,31,6,113000.66,1,1,0,40467.82,0
8986,15802118,Ignatieff,664,Spain,Male,41,7,123428.69,1,1,1,164924.11,0
1030,15688071,Collins,609,Spain,Male,53,10,0,1,1,1,154642.91,0
6205,15766458,Tang,498,France,Male,33,1,198113.86,1,1,0,69664.35,0
4623,15703614,Hutchinson,564,Spain,Male,48,5,132876.23,1,1,0,79259.77,0
2665,15769582,Kang,586,France,Male,29,3,0,2,1,1,142238.54,0
4504,15788118,Siciliano,656,France,Male,33,7,138705.02,2,1,0,37136.15,0
9865,15652999,Milne,742,Germany,Male,33,1,137937.95,1,1,1,51387.1,0
9548,15682454,McFarland,626,France,Female,34,3,0,2,1,1,37870.29,0
1945,15687310,Humphries,783,Spain,Male,39,9,0,2,1,0,,0
3232,15587177,Lloyd,646,France,Male,36,6,124445.52,1,1,0,88481.32,0
3375,15772573,Simpson,735,Spain,Male,55,2,103176.62,1,0,1,163516.16,0
5349,15720511,Byrne,547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1
7621,15629133,Black,579,France,Female,27,9,0,2,1,0,126838.7,0
5718,15628824,Burton,665,France,Female,37,5,160389.82,1,0,1,183542.08,0
3250,15591279,Nwagugheuzo,734,France,Male,37,3,80387.81,1,0,1,77272.62,0
4797,15765457,Fowler,719,Spain,Male,35,1,100829.94,1,1,1,165008.97,0
6294,15783083,Shubin,534,France,Male,27,9,0,2,1,0,23049.16143,0
2931,15573452,Manning,663,Germany,Male,42,7,115930.87,1,1,0,19862.78,0
6638,15668767,Kenenna,850,France,Male,36,3,0,2,1,0,195033.07,0
5510,15746805,Thomson,,France,Male,33,9,0,2,1,0,49374.82,0
302,15682541,Hartley,616,Spain,Female,36,6,132311.71,1,0,0,15462.84,0
3400,15633352,Okwukwe,628,France,Female,31,6,175443.75,1,1,0,113167.17,1
4710,15713505,Harriman,554,France,Male,31,1,0,2,0,1,192660.55,0
7679,15690169,Meng,645,France,Male,31,7,161171.7,2,1,0,12599.94,1
5429,15623082,Ch'ang,507,France,Female,35,2,0,2,1,0,97633.93,0
2045,15566494,Fang,487,France,Male,45,2,0,2,1,0,77475.73,0
1147,15575581,Dickson,614,Germany,Female,30,3,131344.52,2,1,0,54776.64,0
5196,15658589,Brady,850,Spain,Male,38,2,94652.04,1,1,1,171960.76,0
7047,15737627,Rivero,,Germany,Female,20,2,121093.29,2,1,0,3529.72,0
9336,15739123,Mellor,737,Germany,Male,50,4,127552.85,2,1,0,4225.11,0
5271,15607230,Michel,588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0
4273,15600708,Calabresi,640,Spain,Female,34,3,77826.8,1,1,1,168544.85,0
452,15785798,Uchechukwu,850,France,Male,40,9,0,2,0,1,119232.33,0
1263,15747591,Chung,665,Spain,Female,40,1,173432.55,1,0,1,,0
9481,15710687,Mills,593,France,Female,33,0,95927.04,1,1,0,199478.05,0
2909,15570769,Kibble,494,France,Male,69,9,93320.8,1,1,1,24489.44,0
2726,15597951,Muir,471,France,Female,58,4,114713.57,1,1,1,36315.03,0
7399,15577771,Akabueze,453,Germany,Female,,1,111524.49,1,1,1,120373.84,1
2946,15776348,Rogers,835,Germany,Male,20,4,124365.42,1,0,0,180197.74,1
9565,15720083,Fiorentino,554,Spain,Male,42,1,0,2,0,1,183492.9,0
1402,15619029,Bykov,620,Spain,Female,43,2,0,2,1,0,20670.1,0
5099,15730353,Olisaemeka,550,Germany,Male,29,9,145294.08,2,1,0,147484.13,0
5836,15602479,Fleming,609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0
1047,15644200,Hamilton,807,Spain,Female,42,1,0,1,1,0,16500.66,1
4083,15669301,Romani,778,Germany,Female,29,6,150358.97,1,1,0,,1
4368,15675854,Douglas,573,Spain,Male,50,0,159304.07,1,0,1,155915.24,1
9138,15583026,Welch,535,France,Female,38,0,135919.33,1,1,0,80425.65,0
6027,15718843,Maslova,769,Spain,Male,41,1,72509.91,1,1,0,25723.73,0
9965,15642785,Douglas,479,France,Male,34,5,117593.48,2,0,0,113308.29,0
753,15677305,Hsieh,490,France,Female,35,7,107749.03,1,1,1,3937.37,0
6584,15613180,Miranda,727,Germany,Male,21,8,153344.72,1,1,1,163295.87,0
5693,15662662,Duigan,573,France,Female,30,6,0,2,1,0,66190.21,0
2112,15603216,Simpson,642,France,Male,25,7,0,2,1,0,102083.78,0
5619,15780220,Pauley,656,France,Male,38,10,0,1,1,1,136521.82,0
9252,15624013,Maxwell,541,France,Female,39,6,109844.81,1,1,0,25289.23,0
4639,15659399,Mazzi,516,Germany,Male,50,7,139675.07,2,1,0,45591.23,0
821,15596939,Calabresi,,Germany,Male,36,4,132578.92,2,1,0,84320.94,0
5870,15734461,Brooks,562,Germany,Male,31,2,112708.2,1,0,1,186370.3,0
804,15712825,Howells,511,Spain,Female,29,9,0,2,0,1,140676.98,0
5965,15802220,Ikenna,599,Spain,Male,35,6,137102.65,1,0,0,76870.81,0
7598,15576680,Stevenson,736,France,Male,29,4,0,2,0,0,51705.01,0
5620,15648951,Kao,785,Spain,Male,41,7,0,2,1,1,199108.88,0
2277,15684951,He,542,France,Female,59,2,68892.77,2,1,0,7905.06,1
5533,15602572,Hsing,720,France,Male,33,9,0,2,1,1,142956.48,0
9015,15626383,Tang,596,Spain,Male,60,7,121907.97,1,0,1,30314.04,0
2313,15724223,Bronner,545,France,Female,55,5,0,1,0,0,10034.77,1
7413,15631693,Hill,697,France,Male,36,7,0,2,1,1,74760.32,0
9199,15670266,Shih,499,France,Female,28,4,141792.61,1,1,1,22001.91,0
5721,15794414,Forbes,507,Spain,Male,46,6,92783.68,1,1,1,51424.29,0
5833,15607786,Mao,709,France,Male,26,6,156551.63,1,0,1,4410.77,0
6374,15638269,Baresi,597,France,Male,67,2,0,2,0,1,108645.85,0
6772,15621818,Anayolisa,747,Germany,Male,29,7,117726.33,1,1,1,175398.34,0
9075,15630413,Howarth,608,France,Female,41,5,0,2,1,1,72462.25,0
3880,15757541,Rickard,778,France,Female,165,9,151772.63,2,0,0,180249.94,1
6045,15734588,Manning,684,France,Male,,0,0,2,1,1,36376.97,0
9272,15774285,Kentish,649,Spain,Female,47,8,110783.28,1,1,1,71420.16,0
2441,15790659,Sheets,87.625,Spain,Male,59,7,0,2,0,1,27597.59,0
1962,15668472,Ritchie,705,Spain,Female,24,5,177799.83,2,0,0,79886.06,0
5458,15725221,Sabbatini,738,Germany,Male,62,10,83008.31,1,1,1,42766.03,0
4584,15604891,Zaytseva,624,Spain,Female,38,8,0,2,1,0,95403.41,0
6530,15728823,Sharwood,836,Spain,Female,37,10,0,2,1,0,111324.41,0
8314,15750121,Tung,639,France,Male,38,3,0,1,1,0,42862.82,0
4133,15737571,Matveyev,540,Spain,Female,28,6,84121.04,1,0,1,80698.54,0
1634,15755868,Farmer,562,France,Male,35,7,0,1,0,0,,0
8399,15582116,Ma,767,Germany,Female,45,7,132746.2,2,1,0,26628.88,1
1057,15798521,Tai,675,Spain,Male,33,3,0,2,1,0,45348.08,0
4667,15691875,Tsou,850,Germany,Female,39,5,114491.82,1,1,0,99689.48,0
5938,15697035,Garrett,740,Spain,Female,31,8,0,2,0,0,86657.48,0
1218,15696900,Burns,505,Germany,Male,29,3,145541.56,2,1,1,58019.95,0
725,15626742,Carpenter,694,France,Male,36,3,97530.25,1,1,1,117140.41,0
3432,15688193,Graham,468,France,Male,36,3,61636.97,1,0,0,107787.42,0
3929,15609545,Azubuike,548,France,Male,29,5,83442.98,1,0,1,177017.39,0
4942,15715047,Joshua,640,Spain,Male,43,9,172478.15,1,1,0,191084.4,1
4659,15805909,Bergamaschi,700,Spain,Male,28,8,159900.38,1,0,0,22698.56,0
1496,15580845,Chienezie,685,Germany,Male,57,7,101868.51,1,0,1,113483.96,0
1220,15812272,Ugonna,693,Germany,Male,44,5,124601.58,2,1,1,46998.13,1
1930,15623791,Padovesi,632,Spain,Female,40,3,109740.62,1,1,0,141896.74,0
3774,15747854,Rudd,749,France,Female,35,3,0,3,1,1,132649.85,0
9225,15667944,Onuchukwu,679,France,Male,39,0,86843.61,1,0,1,159830.58,0
538,15739803,Lucciano,686,Spain,Male,,9,0,2,1,0,127569.8,0
7630,15591107,Flemming,723,Germany,Female,68,3,110357,1,0,0,141977.54,1
8695,15742116,Torres,671,Germany,Female,48,9,116711.06,2,0,0,76373.38,0
5910,15713043,Siciliani,691,France,Female,33,6,0,2,1,1,100408.31,0
6492,15656717,Elewechi,687,France,Female,30,6,0,2,0,0,179206.92,0
6367,15677324,Botts,683,Germany,Male,73,9,124730.26,1,1,1,51999.5,0
2124,15723320,Azubuike,651,Germany,Female,25,2,109175.14,2,1,0,114566.47,0
6635,15575399,Somadina,,France,Female,42,1,152160.21,2,1,0,101778.9,0
4992,15701175,Bruno,493,France,Female,,8,90791.69,1,1,1,,0
4471,15593795,Linton,516,Germany,Female,53,1,156674.2,1,1,0,118502.34,1
3630,15738291,Nevzorova,671,France,Female,48,8,115713.84,2,0,0,83210.84,0
3360,15747878,Aiken,739,Spain,Male,60,4,0,1,1,1,51637.67,0
7651,15810716,Kerr,750,Germany,Male,42,8,151836.36,2,1,0,68695.38,0
1009,15569050,Farrell,444,France,Male,45,6,0,1,1,0,130009.85,1
6453,15677243,Wan,538,Spain,Male,43,5,0,2,1,0,126933.73,0
9697,15638788,Mack,550,France,Male,32,8,97514.07,1,1,1,199138.84,0
1992,15570859,Froggatt,626,Germany,Male,36,2,181671.16,2,1,1,57531.14,0
527,15600258,Chesnokova,701,France,Male,43,2,0,2,1,1,165303.79,0
9317,15766355,Lettiere,,Germany,Male,49,0,108806.96,3,1,0,61446.92,1
1423,15794874,Quinones,696,Spain,Male,41,9,127523.75,1,0,1,191417.42,0
5187,15722425,Lucchese,639,France,Male,32,9,0,2,1,0,111340.36,0
3636,15571689,Kelechi,740,France,Female,37,5,0,2,1,1,27528.4,0
7043,15617348,Uchechukwu,4352,France,Male,44,1,0,2,0,0,69244.24,0
5035,15627741,Heath,631,Germany,Female,29,2,96863.52,2,1,1,31613.35,0
7926,15800482,Bradshaw,586,Spain,Female,33,7,0,2,1,1,168261.4,0
9156,15680666,Berry,579,Spain,Female,39,2,151963.26,2,1,0,158948.63,0
24,15725737,Mosman,669,France,Male,46,3,0,2,0,1,8487.75,0
8079,15618446,Nnonso,576,France,Female,50,8,0,2,1,1,57802.62,0
2533,15658693,Aksyonova,,France,Female,60,2,0,2,0,1,60615.83,0
2081,15813412,Barlow,721,France,Female,55,3,44020.89,1,1,0,65864.4,1
7768,15748660,Ellis,561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1
4969,15572158,Blackburn,604,Spain,Male,41,3,0,1,0,0,11819.84,0
9504,15698792,Keldie,671,France,Female,48,6,119769.77,1,0,1,66032.65,0
1887,15566958,Li Fonti,667,Spain,Male,39,7,167557.12,1,1,1,41183.02,0
2814,15600934,Randell,758,France,Female,52,7,125095.94,1,1,0,171189.83,1
566,15811773,Hsia,543,France,Male,36,4,0,2,1,1,141210.5,0
6139,15717984,Longo,477,France,Male,47,9,144900.58,1,1,0,61315.37,1
65,15592461,Jackson,603,Germany,Male,26,4,109166.37,1,1,1,92840.67,0
5565,15700083,Lai,609,Spain,Male,39,2,139443.75,2,1,0,9234.06,0
8786,15801293,Ni,850,Germany,Male,27,1,101278.25,2,1,1,26265.18,0
2760,15575214,Ch'en,709,France,Male,37,7,0,1,1,0,159486.76,0
5855,15743570,Feng,481,France,Female,34,5,0,2,1,1,125253.46,0
1949,15569187,Fleming,680,Spain,Male,35,9,0,2,0,0,143774.06,0
3230,15589715,Fulks,584,France,Female,66,5,0,1,1,0,49553.38,1
4184,15625592,Sal,3888,France,Male,26,2,0,2,1,1,31399.4,0
6185,15664339,Yu,775,Spain,Male,48,4,178144.91,2,0,0,50168.41,1
869,15646810,Quinn,603,Germany,Male,44,6,108122.39,2,1,0,108488.33,1
9313,15658946,Piccio,579,Germany,Male,40,10,45408.85,2,1,0,18732.91,0
8710,15713517,Otitodilinna,529,France,Male,39,6,102025.08,2,1,0,12351.01,0
7908,15688157,Padovano,683,Germany,Female,39,2,47685.47,2,1,1,86019.48,0
655,15751710,Ginikanwa,729,Spain,Male,31,8,164870.81,2,1,1,9567.39,0
5722,15643671,Chiekwugo,696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1
8626,15581893,Ginikanwa,747,France,Male,43,1,130788.71,1,0,1,101495,1
7209,15596165,Degtyarev,547,Germany,Male,25,4,98141.57,2,1,1,52309.8,0
1005,15723685,Ekechukwu,75.125,Germany,Female,26,7,105514.69,2,1,0,50070.59,0
1111,15592229,Mullan,713,France,Female,52,0,185891.54,1,1,1,46369.57,1
9331,15780256,Palfreyman,630,France,Male,34,9,0,2,1,1,114006.35,0
6899,15760924,Doherty,575,Spain,Male,41,2,100062.39,1,0,0,126307.25,0
3671,15660809,Loving,850,France,Male,28,4,0,2,1,1,12409.01,0
8719,15627298,Vinogradova,589,France,Male,37,7,85146.48,2,1,0,86490.09,1
5017,15687903,Okonkwo,4008,France,Female,29,8,0,2,1,0,112664.24,0
5263,15659194,Mishina,628,France,Male,30,8,89182.09,1,1,1,13126.9,0
8884,15707696,Lu,471,Spain,Female,28,5,0,2,1,1,22356.97,0
2443,15772632,Ts'ui,680,France,Female,34,1,0,2,1,0,167035.07,0
9542,15669290,Fan,603,France,Male,38,8,59360.77,1,1,1,191457.06,0
5794,15784890,McKenzie,763,Spain,Female,32,8,0,2,1,0,16725.53,0
861,15807663,McGregor,667,France,Male,43,8,190227.46,1,1,0,97508.04,1
4821,15694209,Fanucci,484,France,Female,32,3,0,2,1,1,139390.99,0
9575,15720123,Hudson,554,Spain,Male,37,3,0,2,1,0,166177.3,0
9514,15566378,Tillman,515,France,Male,48,5,129387.94,1,0,1,147955.91,1
9979,15703563,P'eng,774,France,Male,40,9,93017.47,2,1,0,191608.97,0
3277,15577806,Chiu,794,Germany,Female,54,1,75900.84,1,1,1,192154.66,0
2564,15645463,Udinese,843,France,Female,27,5,0,2,1,1,67494.23,0
1167,15633419,Brooks,622,Germany,Female,28,1,143124.63,2,1,0,81723.8,0
1289,15597239,Ku,548,Spain,Male,39,7,131468.44,1,1,0,164975.82,0
7553,15781574,Ma,636,Spain,Male,76,9,126534.6,1,1,1,39789.62,0
6306,15732563,Swanton,726,Germany,Female,33,7,99046.31,2,1,1,56053.06,0
7729,15637857,Woolacott,616,France,Female,31,8,0,1,0,1,76456.17,0
1585,15631460,Swift,,Spain,Female,42,3,0,2,1,1,128449.33,0
1133,15762110,Anderson,628,France,Male,37,0,0,2,1,1,171707.93,0
5969,15603743,Tai,526,France,Male,28,1,112070.44,1,0,1,126281.83,0
7739,15768746,McLean,561,France,Male,33,6,0,2,0,0,173680.39,0
9442,15702656,Yobachi,651,France,Female,33,1,96834.78,1,1,0,108764.69,0
7755,15692291,Hs?eh,563,Spain,Female,42,6,99056.22,2,1,0,154347.95,1
8723,15718667,T'ien,621,France,Male,35,7,87619.29,1,1,0,143.34,0
6070,15810775,Tsao,576,Spain,Male,52,2,100549.43,2,1,1,16644.16,0
2015,15679024,Udinesi,553,France,Male,32,3,116324.53,1,1,0,77304.49,0
1404,15721487,Pirogova,739,France,Female,27,6,0,1,1,1,57572.38,0
7843,15702416,Cecil,734,France,Male,43,7,107805.67,1,0,0,182505.68,0
